Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.222,549.250,570.111,578.500,561.778,587.000,571.750,566.778,572.000,561.500,563.111,563.222,632.250,582.250,571.250,559.000,579.750,574.500,577.556,572.750,557.111,563.000,553.750,573.750,565.750,555.000,558.250,565.000,551.556,562.000,564.000,583,564.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.222,570.500,584.889,579.000,590.444,572.583,583.250,585.889,575.500,584.750,569.778,572.333,613.500,573.000,583.750,579.250,589.250,594.250,584.333,587.750,576.111,560.750,571.750,569.750,598.500,586.444,560.250,575.444,565.444,587.250,579.250,605,571.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,555.222,555.750,562.444,552.500,566.333,573.917,575.000,563.778,573.750,579.000,556.667,560.000,578.000,559.000,564.000,546.750,593.750,572.500,579.222,566.000,569.667,563.750,548.250,559.250,568.500,558.000,564.000,559.333,563.222,558.250,573.750,554,560.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.667,568.500,583.778,587.250,578.222,577.833,587.500,584.000,565.000,583.750,570.778,573.778,622.250,581.500,570.500,579.750,576.750,577.250,578.333,596.500,578.000,570.000,570.000,586.000,583.000,583.000,580.750,569.000,563.889,562.000,592.750,545,584.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.778,554.750,566.444,567.250,570.556,567.917,575.500,548.333,561.750,560.250,570.111,556.889,596.500,562.250,580.750,556.250,558.750,569.000,570.778,567.250,569.000,558.750,555.500,570.750,563.000,573.556,559.750,545.778,545.889,549.500,568.000,565,563.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.556,574.500,576.778,581.250,586.889,586.417,587.000,568.778,605.000,594.500,574.889,581.556,643.750,564.750,569.500,585.000,581.500,582.000,581.000,590.250,583.667,574.500,551.250,573.500,580.250,579.556,578.000,574.667,572.556,576.250,597.500,576,581.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.444,559.750,571.556,565.000,562.444,566.667,550.750,559.556,579.750,571.250,561.000,562.222,577.750,565.250,567.750,568.000,569.000,582.250,573.556,557.500,559.889,573.000,562.250,567.750,583.250,555.778,581.750,561.889,557.333,558.500,572.250,567,560.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.444,569.750,582.111,570.250,594.111,585.250,581.500,568.000,581.500,571.250,575.222,563.000,600.250,574.000,581.500,564.000,565.250,563.750,583.444,566.250,568.889,564.750,546.500,576.750,591.250,576.889,545.000,580.667,565.556,570.250,567.000,634,573.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.111,548.250,563.000,579.500,567.556,573.667,558.250,573.222,583.250,565.250,565.000,566.000,604.750,549.250,578.000,572.000,550.500,566.250,573.111,557.750,552.444,557.750,569.000,552.750,570.500,576.111,560.750,558.556,552.000,555.250,581.000,592,557.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.889,541.500,563.444,568.750,572.778,572.417,572.250,559.667,557.500,567.500,567.111,557.667,590.250,570.750,561.250,575.250,566.500,567.250,571.667,553.250,577.889,557.250,574.000,559.000,552.750,564.000,566.750,564.111,548.556,549.000,577.250,585,562.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.556,568.250,569.778,570.250,574.333,568.333,570.500,570.667,568.250,576.000,569.778,570.556,623.000,570.750,574.750,565.000,579.500,574.500,570.222,572.250,579.222,586.250,570.250,579.750,567.250,577.444,575.500,565.556,566.222,568.750,573.250,550,568.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.222,545.250,556.111,565.250,566.556,578.250,558.750,559.556,565.750,554.250,563.111,566.222,592.500,557.000,570.250,553.750,560.000,564.750,559.444,564.500,559.000,560.750,556.000,556.500,558.750,558.667,550.750,562.111,542.444,551.000,554.250,591,562.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.222,589.500,580.889,596.500,576.111,583.417,590.500,572.667,586.750,567.250,583.667,581.222,654.500,590.250,563.750,568.750,589.250,577.000,577.778,589.250,586.333,569.250,586.500,577.000,578.250,583.000,567.750,577.444,575.667,570.000,579.500,593,570.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,556.889,572.250,568.556,581.500,573.556,580.917,556.750,564.889,566.750,574.000,553.000,568.444,588.500,562.750,590.250,562.250,566.500,570.500,573.000,567.250,562.667,567.500,556.500,552.500,559.250,557.444,549.250,555.222,561.667,562.250,581.750,556,561.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.444,554.250,582.444,580.750,572.222,586.083,581.750,579.222,575.750,594.000,584.778,574.889,629.750,612.750,575.250,586.250,582.750,579.500,597.556,588.500,592.556,580.250,597.750,576.500,590.000,586.667,568.000,581.778,566.556,588.500,583.750,584,581.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.667,541.000,568.222,571.500,574.333,568.583,579.750,560.111,558.000,555.250,562.333,558.444,613.500,561.500,567.500,568.250,569.750,573.500,572.111,570.500,562.222,546.750,541.250,565.750,571.250,558.889,548.250,561.556,548.222,555.750,551.250,542,560.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.111,571.000,570.889,577.500,579.111,580.667,575.750,587.444,590.250,570.000,571.222,571.778,613.500,570.250,582.500,555.500,589.500,583.000,582.000,585.000,577.222,568.250,577.500,577.500,581.750,574.667,555.500,567.333,564.556,577.000,597.000,570,571.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,583.222,570.000,572.444,567.500,575.333,583.500,574.750,572.889,562.750,576.750,582.667,565.222,626.500,587.750,578.250,590.000,590.750,571.000,579.000,581.250,579.889,560.750,573.000,588.750,566.250,569.778,558.250,563.444,578.556,580.500,571.500,552,572.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.222,563.250,576.000,573.750,580.667,578.250,565.750,567.000,560.500,574.750,584.667,560.000,592.750,558.250,559.750,558.750,568.500,560.500,573.111,582.000,576.889,569.500,590.500,561.000,577.500,571.444,556.750,562.667,557.889,560.750,587.000,558,562.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.333,570.000,572.667,584.000,578.667,571.500,584.750,567.222,586.250,561.000,562.444,576.000,590.000,564.000,553.250,569.250,556.500,571.750,565.556,573.500,568.222,585.250,554.000,563.500,586.500,562.000,565.000,554.778,565.333,561.000,583.750,574,563.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.778,570.750,572.111,571.000,566.556,566.250,576.250,558.556,580.750,582.000,571.111,584.333,589.000,563.500,569.750,557.250,572.250,576.000,571.444,589.250,576.000,561.250,559.500,575.000,567.000,562.444,549.000,567.778,558.111,547.750,583.250,575,564.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.889,571.000,573.667,592.500,580.556,579.000,581.000,586.333,590.500,580.500,571.556,574.222,609.750,573.250,588.750,571.750,592.750,572.750,571.222,580.250,572.000,565.500,559.500,566.750,576.750,573.889,561.250,584.667,577.556,563.000,583.250,571,573.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.000,554.500,558.556,564.500,571.444,566.667,556.000,560.444,571.750,563.250,567.000,567.222,591.000,567.750,567.250,575.750,574.250,547.250,571.556,563.500,576.667,570.750,546.250,552.750,576.500,562.111,536.750,550.889,554.667,548.750,578.500,568,564.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.778,589.000,579.667,583.750,580.333,577.333,571.750,570.667,573.750,582.250,574.556,570.667,617.750,568.750,585.750,562.000,579.500,570.750,587.667,571.250,576.667,574.250,568.750,582.000,576.000,572.889,567.500,574.222,580.778,583.500,573.000,563,571.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.333,542.250,565.667,570.250,557.000,566.250,571.500,557.333,543.000,562.500,560.000,562.111,595.750,563.000,584.500,565.750,556.000,569.750,564.111,577.250,557.000,561.750,543.750,571.500,543.750,561.889,541.500,554.111,546.556,566.500,556.500,588,562.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.556,576.000,583.556,584.000,583.556,573.750,588.250,586.333,594.500,577.750,574.889,565.222,615.000,598.250,567.250,578.250,575.500,578.750,575.000,599.250,581.667,579.250,554.250,567.750,577.000,562.111,562.500,562.000,574.333,567.750,584.250,604,575.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.444,550.000,561.333,566.000,573.444,581.417,558.250,571.556,576.000,573.750,575.333,572.889,604.250,573.000,571.500,557.500,579.000,566.750,578.556,554.750,574.222,570.750,573.750,547.500,576.250,557.778,545.750,561.556,559.556,563.750,564.000,540,565.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.889,557.500,567.778,569.750,570.333,569.083,567.500,554.667,574.500,560.000,562.889,561.222,624.000,574.500,552.250,565.000,572.250,568.000,569.889,569.000,577.111,590.500,575.500,555.500,583.250,566.556,573.250,562.000,557.333,545.250,580.000,561,570.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.222,564.500,565.444,584.750,582.222,579.333,577.000,557.000,572.000,580.500,572.889,563.333,607.250,581.750,561.000,558.000,567.000,577.500,567.778,569.250,577.778,566.250,571.000,542.000,578.000,568.889,564.750,567.444,563.444,564.750,569.250,554,565.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.889,552.250,572.667,564.500,554.111,569.750,584.750,566.333,577.500,560.250,565.556,569.667,584.250,558.000,575.000,573.500,568.500,565.750,563.889,569.000,558.667,551.500,556.000,567.750,576.750,554.556,568.500,551.222,556.556,555.000,555.250,533,567.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,583.778,569.500,580.889,587.500,582.333,581.417,591.750,575.222,574.750,582.000,580.778,566.000,604.500,571.500,574.750,575.250,579.000,581.500,581.444,566.500,584.222,570.500,584.000,588.500,560.250,576.778,568.500,563.778,560.556,582.750,589.750,598,580.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,556.222,556.500,567.000,574.500,569.778,581.083,557.250,565.222,540.750,567.500,560.778,554.222,586.000,560.750,558.500,550.750,561.250,563.250,561.778,567.000,574.111,561.250,547.500,564.500,563.250,554.778,547.750,558.000,554.111,569.000,565.500,553,559.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.222,581.500,579.778,567.750,570.111,591.083,579.000,583.333,571.250,574.750,570.556,571.889,613.000,577.250,596.250,585.250,598.000,590.000,590.444,581.250,577.556,588.250,574.500,570.500,590.000,574.000,567.750,571.444,569.667,574.000,571.750,559,571.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,554.333,558.250,557.556,560.000,563.889,563.083,561.500,558.889,566.000,573.000,560.222,566.000,567.250,564.250,566.000,551.500,568.250,573.500,556.889,565.000,560.556,572.500,558.750,552.500,572.500,554.333,548.750,561.333,559.667,557.500,561.250,582,568.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.222,579.500,576.667,607.750,580.667,570.250,588.250,572.556,572.500,569.750,574.444,587.333,613.750,577.250,588.250,577.250,579.250,584.500,568.000,585.000,601.000,591.000,551.750,590.500,574.750,580.556,567.500,578.556,574.444,583.250,584.500,598,573.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.556,558.000,563.000,551.750,564.556,568.917,561.500,566.000,550.750,572.750,557.444,563.000,577.500,553.250,560.500,562.000,552.750,551.250,574.556,578.500,570.111,575.750,560.750,560.750,572.250,558.333,556.250,559.778,561.111,569.250,579.750,534,562.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.444,587.500,578.222,571.500,583.556,576.750,595.250,563.778,557.750,567.250,582.889,566.778,601.500,578.750,583.000,563.750,576.250,559.000,592.889,553.750,579.556,566.500,559.500,578.000,573.750,564.111,580.250,568.556,570.778,576.250,576.500,555,570.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.444,579.500,570.889,584.000,571.111,581.583,580.500,566.333,574.000,592.750,569.667,569.222,589.500,556.750,552.750,564.250,563.250,576.000,581.889,552.750,566.222,560.250,566.750,547.500,581.250,563.778,568.250,568.889,572.778,552.750,572.000,538,562.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.667,553.500,573.111,579.250,569.889,564.167,571.250,569.222,561.500,561.250,558.667,562.667,581.000,555.500,570.250,562.250,566.500,573.000,574.556,569.750,566.778,550.750,568.500,556.000,569.500,566.556,582.250,568.667,551.444,547.500,582.250,582,567.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.556,571.750,579.889,566.750,568.889,566.417,560.750,571.444,568.000,583.750,564.111,566.889,593.500,573.500,559.250,577.500,574.750,566.500,577.889,558.250,566.000,565.000,552.750,573.000,578.750,572.556,561.750,563.444,575.000,565.500,556.750,599,569.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.000,554.750,560.556,556.000,570.000,567.000,560.500,567.222,559.000,579.750,567.111,572.778,587.500,577.500,574.250,555.000,557.750,577.500,566.889,590.000,571.667,572.250,553.500,575.250,563.250,567.556,551.250,554.778,552.222,560.250,577.250,549,561.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,586.667,562.000,591.333,580.750,584.889,592.500,586.000,574.889,583.000,574.500,572.778,568.111,604.500,566.500,581.500,581.000,589.250,582.250,582.667,579.250,580.111,565.750,563.250,563.750,580.000,576.667,564.250,569.778,570.889,571.250,584.750,563,574.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,558.000,562.000,568.889,563.750,558.667,565.000,567.000,556.333,569.750,564.500,555.111,561.444,579.750,567.250,565.250,556.500,570.000,575.000,585.889,560.000,559.889,559.000,549.500,552.250,566.000,562.444,545.000,550.667,551.556,551.250,564.250,568,562.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.111,562.500,577.889,585.750,583.000,579.917,575.250,577.889,573.500,572.750,578.333,575.778,608.750,585.750,580.750,577.250,575.750,581.250,594.667,566.000,582.889,589.000,579.500,568.250,567.750,581.222,572.000,585.556,563.778,584.500,579.750,611,577.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,556.556,552.000,562.889,574.000,564.556,568.333,588.000,568.778,566.750,572.000,557.778,564.000,610.000,586.500,554.000,557.500,556.750,561.000,575.889,556.000,571.000,559.000,572.750,546.250,575.500,567.222,550.750,559.111,553.222,565.000,583.500,567,560.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.444,566.000,578.000,559.750,566.111,577.917,599.250,566.333,580.750,578.250,580.889,576.778,632.250,586.250,568.250,561.750,584.000,564.000,573.778,589.000,570.111,571.250,566.250,583.500,580.500,573.667,580.500,564.222,565.667,580.750,598.750,546,569.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.556,543.750,566.889,567.000,558.444,562.250,570.750,560.444,575.000,577.250,552.889,555.667,600.750,563.250,570.000,558.750,570.000,564.250,575.333,565.250,570.222,554.500,563.250,557.500,552.250,564.444,545.750,562.111,556.667,546.000,569.250,567,559.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.556,564.500,569.556,579.000,576.778,582.583,573.750,574.889,579.500,567.750,575.889,570.667,618.500,571.750,576.250,572.250,585.000,585.750,586.000,571.000,573.000,562.750,576.750,594.750,575.000,581.556,562.000,569.222,563.444,554.750,573.500,576,573.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.000,566.250,572.333,571.500,578.000,573.750,578.500,566.333,578.250,566.000,577.000,572.333,600.750,575.500,574.750,551.250,576.750,562.000,570.111,577.250,574.667,573.250,571.500,571.750,567.750,555.778,572.500,562.333,564.222,571.750,594.250,633,572.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.333,555.000,570.000,583.500,571.222,570.000,562.000,568.111,561.250,547.000,560.556,573.222,618.000,564.500,566.500,563.000,574.750,563.750,569.889,555.000,563.889,555.000,566.750,566.500,578.500,561.778,557.750,555.556,558.111,551.500,569.000,608,568.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.444,575.500,581.111,574.750,581.000,583.500,562.500,567.778,571.250,587.750,567.333,581.667,635.750,575.750,583.250,573.750,573.000,578.750,590.667,594.750,580.333,567.250,559.750,568.500,565.750,570.222,551.250,572.222,567.222,579.750,584.000,609,567.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.222,557.750,549.667,562.750,564.222,559.750,570.250,567.667,564.750,550.250,556.889,557.889,586.750,549.750,557.750,563.750,551.000,563.250,568.111,569.250,555.778,572.250,547.750,568.000,565.250,566.111,543.500,548.778,561.111,548.250,562.750,545,567.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.000,581.250,576.000,577.750,575.889,588.000,583.250,580.111,590.500,583.000,572.111,577.667,588.750,564.250,566.000,581.000,611.750,566.750,580.222,595.750,572.000,575.250,566.750,572.500,567.000,580.556,572.500,577.111,565.333,570.250,578.750,592,572.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.444,554.000,564.111,571.500,568.778,559.917,570.250,568.000,560.250,546.000,561.778,566.333,585.250,576.250,542.250,553.750,572.750,562.000,556.333,573.000,563.889,554.250,549.250,561.000,575.500,554.000,556.000,561.556,547.889,567.250,559.500,570,563.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.222,563.750,571.444,578.250,575.667,576.917,596.250,571.222,564.750,594.750,581.111,589.000,622.500,566.750,596.250,562.250,578.500,579.250,580.000,565.000,590.000,578.000,563.250,574.750,576.500,579.667,557.750,558.444,562.333,563.500,577.250,590,565.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.778,563.500,568.222,577.250,562.667,569.750,561.750,557.333,568.250,564.750,555.111,563.444,586.250,577.500,573.250,563.000,570.250,568.500,574.222,567.500,564.778,565.000,572.500,562.500,572.750,558.889,548.250,564.889,564.333,550.500,566.000,592,570.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.222,572.750,564.444,585.750,577.000,579.583,572.250,568.889,583.250,574.000,585.556,569.222,601.750,582.500,577.750,592.000,567.000,545.000,573.667,567.250,583.111,562.500,562.750,561.500,553.750,570.556,548.750,564.889,567.778,560.000,578.000,589,573.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.889,580.000,569.778,579.000,571.444,583.333,593.000,567.333,575.500,558.250,568.889,577.556,597.000,574.500,560.000,572.000,562.750,555.000,566.778,588.000,573.000,582.500,563.000,566.000,570.750,566.889,566.250,559.000,566.556,551.750,552.250,593,572.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.000,552.500,558.889,572.250,576.444,570.500,581.500,559.778,561.250,569.000,567.778,559.667,611.500,570.000,582.000,557.250,554.750,565.750,576.778,583.500,572.222,567.750,571.250,560.000,564.000,573.222,551.000,556.444,548.667,553.500,565.250,572,557.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.222,572.750,577.667,561.750,566.889,575.083,562.000,578.889,577.250,577.500,578.111,579.444,605.250,549.250,590.500,570.500,566.250,572.750,578.222,574.000,573.444,584.000,558.000,568.500,557.750,574.333,551.750,575.444,567.889,562.000,557.500,572,563.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.444,556.250,569.667,559.500,558.444,567.833,580.250,553.111,565.500,549.750,563.778,563.556,604.250,566.000,572.250,562.500,551.500,568.750,561.222,560.250,553.778,567.750,559.250,544.500,555.250,560.556,541.750,564.444,553.333,548.250,576.250,551,564.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.778,568.250,584.222,566.250,573.889,588.333,577.500,585.889,591.750,573.000,583.222,584.333,599.000,596.250,588.250,582.750,576.750,560.250,586.111,588.250,567.222,562.500,563.750,574.250,567.500,575.889,570.500,571.444,565.556,574.750,593.250,591,579.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,553.222,564.750,557.889,564.750,561.667,561.083,573.250,560.000,581.750,551.000,565.444,561.222,589.250,571.000,563.000,557.500,566.750,555.750,568.000,572.500,566.444,582.500,562.250,561.500,566.750,565.111,571.750,557.778,559.111,559.500,550.750,556,563.714
