Label,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.667,597.250,563.556,549.250,573.222,573.500,571.250,568.333,557.250,576.750,579.556,565.444,603.500,552.750,568.750,569.750,576.250,562.750,583.111,586.000,579.889,581.000,552.000,575.500,575.500,576.222,567.250,561.444,581.889,567.750,565.000,590,560.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.889,562.250,588.222,598.500,570.111,584.917,585.500,568.889,574.500,600.000,575.444,564.667,623.500,569.000,596.500,572.250,594.000,571.250,596.444,587.000,574.778,585.000,574.750,555.000,574.250,574.444,577.750,574.222,559.667,568.000,608.000,593,575.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.667,587.500,569.778,569.250,566.222,572.833,571.500,568.778,553.500,563.000,572.222,554.444,605.500,568.000,567.500,571.250,577.000,579.250,597.444,574.500,578.222,556.250,567.250,541.500,579.500,561.889,547.500,566.778,575.000,563.500,566.750,563,564.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.444,587.250,564.889,584.750,584.889,569.083,557.500,559.889,570.500,570.500,577.000,575.000,618.500,571.750,592.500,554.750,572.000,557.250,594.444,570.750,565.778,561.750,563.750,566.000,571.000,569.778,554.000,568.222,578.222,565.000,606.250,582,568.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.222,584.250,577.222,592.750,584.444,587.500,588.750,575.778,586.500,606.250,577.444,595.222,614.000,583.750,613.500,599.250,572.000,575.750,603.444,581.500,587.000,575.250,580.750,577.750,574.500,582.556,557.750,571.889,576.000,585.250,595.750,597,575.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.111,555.250,552.111,572.250,566.000,559.167,567.250,555.667,560.750,562.750,564.667,559.556,597.750,576.500,553.750,571.750,546.500,559.500,579.667,574.750,562.000,568.500,565.500,580.000,554.500,560.444,564.500,559.000,556.889,545.750,560.250,561,563.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.778,578.250,581.556,579.000,578.111,569.917,570.500,586.444,594.500,588.500,583.778,585.556,632.500,561.000,578.750,589.000,598.750,574.500,598.556,580.750,573.000,597.500,580.250,579.750,580.000,584.778,564.750,577.111,568.222,575.000,564.750,608,573.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,555.111,562.000,569.111,554.500,556.556,571.167,564.750,561.889,560.500,562.750,557.889,566.000,600.000,556.000,569.000,570.500,570.500,575.750,574.222,579.250,562.444,555.750,559.500,577.000,542.500,559.889,553.750,559.444,562.000,560.000,575.500,558,558.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.667,565.250,581.333,578.250,576.444,592.167,580.500,563.556,567.500,567.000,577.000,563.333,640.000,576.000,581.250,581.500,578.250,590.250,591.000,589.000,562.667,580.500,583.250,566.250,569.750,581.667,565.750,560.333,564.222,577.750,579.500,603,569.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.889,570.500,563.889,568.000,569.889,565.167,569.250,572.667,547.750,559.250,562.222,564.444,591.000,562.750,575.500,558.750,568.250,575.500,582.111,558.500,566.000,567.750,563.500,555.750,581.250,561.000,553.000,554.444,560.111,565.000,564.250,577,555.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.111,565.750,561.556,575.000,563.889,579.833,560.500,567.111,562.750,580.250,580.333,578.444,614.250,569.750,572.500,571.500,592.750,588.500,610.444,609.500,582.111,567.250,578.750,542.250,570.750,572.333,564.250,573.111,567.000,559.000,582.000,610,570.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.000,564.250,555.222,576.250,548.000,570.750,561.500,565.667,564.000,569.750,562.889,555.778,584.000,568.250,576.750,564.000,551.750,557.750,588.222,568.750,565.111,576.000,567.750,557.000,570.500,568.556,570.500,561.000,563.222,561.750,563.000,554,566.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.333,571.750,583.222,572.500,580.222,573.750,586.250,576.333,571.750,592.250,575.667,563.444,604.250,581.250,580.500,557.500,577.000,572.500,595.667,573.750,580.222,577.000,565.500,563.250,572.500,571.667,563.000,570.444,570.000,579.250,590.000,568,569.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.111,579.500,586.778,580.000,566.889,579.750,573.750,565.889,592.250,564.500,571.111,578.111,616.250,582.500,560.500,559.500,577.000,585.000,588.889,575.500,567.778,556.000,561.750,570.250,571.750,574.778,565.000,566.556,570.000,581.500,558.750,576,568.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,563.667,569.750,560.000,572.000,565.111,565.000,567.500,559.556,580.000,563.250,561.333,569.333,582.750,559.750,570.500,580.250,553.750,573.250,592.222,579.250,567.667,577.750,545.500,566.000,565.000,567.111,546.750,551.444,563.556,555.000,564.500,550,562.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.111,561.250,567.889,574.250,574.333,576.833,566.750,573.111,588.750,587.750,574.667,568.000,633.750,588.250,578.500,584.000,582.250,578.250,609.667,569.750,572.667,577.500,587.250,564.000,583.000,578.222,560.000,566.667,564.000,578.250,574.000,591,570.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.000,553.500,580.333,555.250,569.444,568.667,552.750,563.889,564.000,558.500,557.222,565.000,591.250,555.250,578.750,558.000,560.500,562.250,578.111,576.500,566.000,556.000,571.000,562.250,559.750,568.889,563.750,562.778,556.556,550.250,575.500,591,566.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,581.778,564.250,573.111,583.500,580.889,585.500,593.000,581.778,570.000,588.000,577.333,579.111,618.250,592.250,590.750,575.000,573.750,583.500,602.222,590.000,579.444,580.250,586.500,582.750,573.500,567.222,562.000,578.222,566.111,584.000,568.750,593,581.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.667,559.250,565.000,555.500,566.667,564.333,556.250,563.889,553.250,572.000,562.778,555.889,592.750,552.000,558.750,568.250,570.500,559.500,581.444,574.000,561.778,567.250,564.500,558.000,554.250,579.889,571.250,570.556,547.667,568.000,561.500,584,564.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.444,565.250,577.333,591.500,565.778,575.500,583.750,572.333,585.500,578.750,573.667,580.889,609.750,559.750,577.250,566.500,583.750,574.000,612.111,590.250,581.667,577.250,568.750,573.000,572.500,575.333,576.500,575.889,570.000,576.250,576.000,582,576.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.667,568.000,579.444,552.750,565.444,568.917,566.250,566.667,577.250,555.750,563.556,568.778,598.000,559.750,571.000,573.500,577.750,571.250,616.222,555.000,574.000,557.500,576.500,553.750,567.250,572.222,555.500,557.222,558.556,567.750,570.250,561,564.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.333,564.500,579.000,566.750,577.222,574.750,560.000,567.889,566.750,578.750,575.111,565.111,609.750,568.500,588.500,563.250,592.000,571.500,590.889,568.500,575.000,573.500,557.500,571.000,572.000,566.333,570.750,557.889,567.222,551.000,568.250,561,572.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,587.222,560.750,573.111,578.250,569.444,574.083,566.250,566.889,563.750,565.500,568.667,575.111,628.750,564.750,567.250,582.750,569.250,561.500,581.000,562.750,577.222,560.000,562.500,591.000,559.750,569.889,565.000,562.444,561.778,549.750,577.750,542,566.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.111,570.750,569.889,563.000,574.778,571.833,575.000,578.000,576.250,570.750,575.111,552.556,617.000,576.500,573.500,559.500,558.500,566.250,605.222,574.250,570.444,549.500,563.000,575.500,561.750,565.667,561.000,573.000,566.111,577.500,565.750,567,566.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.667,574.500,574.778,571.000,572.667,578.917,574.500,576.444,572.000,589.500,563.778,574.222,583.500,584.000,584.750,592.750,588.750,561.750,585.000,557.500,570.778,564.000,568.000,569.250,561.750,573.556,557.250,579.889,574.222,584.000,571.500,553,567.476
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,552.667,557.250,557.444,570.000,563.556,569.667,551.750,562.444,566.750,559.250,559.889,551.556,578.500,579.250,575.750,549.500,540.250,552.000,578.444,571.750,565.778,555.250,566.000,541.500,561.750,568.333,562.750,554.333,555.000,538.000,580.250,553,560.810
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,575.333,563.000,576.778,582.250,585.333,590.000,578.250,580.222,563.750,574.750,583.000,573.667,610.500,575.250,597.000,566.250,586.750,565.750,612.111,586.750,580.444,585.000,575.250,561.750,576.250,581.111,564.500,572.778,572.444,590.000,591.250,582,576.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.778,560.000,564.889,568.250,572.556,560.417,548.250,552.444,566.250,547.250,559.222,575.556,605.500,567.000,556.750,550.250,567.500,550.250,583.000,561.750,551.444,556.000,554.500,557.250,572.250,555.778,547.750,550.222,557.778,558.000,554.000,561,554.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,585.444,556.750,588.667,579.750,585.333,580.333,586.000,581.667,564.500,579.250,581.333,576.222,620.000,573.500,591.750,574.250,588.500,573.250,608.333,576.000,587.111,559.750,581.750,574.250,570.500,584.556,568.500,570.444,567.778,584.250,575.250,574,588.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.444,537.750,559.222,563.250,569.222,565.750,566.500,560.556,560.750,567.000,569.222,576.111,616.500,562.750,582.250,564.500,573.000,551.750,571.444,557.750,571.444,560.000,543.000,560.750,557.000,569.444,569.500,556.556,544.111,569.000,572.250,554,560.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.333,567.250,583.333,578.500,574.778,577.417,562.000,574.778,550.750,582.500,562.667,577.444,607.000,568.500,589.750,572.000,586.750,587.000,588.111,569.750,581.333,592.250,583.250,563.500,571.250,581.111,563.250,562.778,571.444,571.250,578.250,583,570.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.889,565.000,576.000,561.000,566.556,583.167,570.250,562.333,567.250,576.500,568.889,566.111,612.000,558.500,576.750,564.000,558.750,556.250,578.111,559.750,568.333,554.250,565.750,555.000,562.250,569.222,563.000,562.111,566.111,556.500,576.750,601,565.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,560.889,562.750,554.889,585.750,570.111,579.500,575.750,559.556,555.000,568.250,568.333,577.111,598.000,581.750,561.500,558.750,583.000,576.750,600.889,563.750,571.111,557.750,556.250,578.500,582.000,575.000,576.000,555.556,563.667,567.000,563.500,561,564.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.333,548.750,571.778,572.000,574.667,572.750,589.750,570.444,580.250,564.000,565.778,573.889,613.000,579.750,571.250,569.500,581.750,574.750,607.333,578.750,574.000,585.750,580.250,574.000,588.000,586.778,562.000,578.889,563.000,587.750,574.750,575,572.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.333,549.000,561.111,559.000,571.778,565.083,570.250,555.556,549.750,550.250,552.667,556.667,602.750,561.250,573.000,560.500,577.250,560.500,591.889,568.000,565.667,576.250,564.500,568.000,575.750,557.222,549.000,551.222,550.000,553.250,567.250,595,562.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.222,564.000,583.556,570.250,592.889,587.000,586.500,586.667,589.000,571.750,592.111,582.556,615.000,573.500,595.250,561.000,586.000,589.750,593.889,583.000,567.111,578.000,571.750,550.750,581.000,576.778,564.250,577.889,570.778,578.750,594.750,548,577.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,564.667,560.000,575.778,560.750,561.889,571.250,553.500,554.889,558.750,558.000,557.444,561.444,639.500,558.000,567.250,572.000,562.750,568.750,579.111,562.000,573.333,566.500,564.500,580.500,571.500,563.222,559.500,554.444,551.667,577.500,559.750,557,567.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.444,542.500,586.778,596.000,576.111,588.250,571.250,582.333,586.750,585.250,582.333,573.778,627.750,575.250,587.250,574.750,584.750,555.000,593.111,585.250,573.778,573.500,558.000,572.750,569.250,566.667,578.500,567.000,554.889,573.500,567.750,587,570.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,562.000,573.000,567.889,578.500,568.889,566.500,557.750,557.333,585.750,560.500,568.111,566.000,617.250,561.250,561.500,570.750,562.500,563.250,593.889,573.500,565.556,569.750,555.250,569.000,562.500,561.222,554.000,559.556,565.444,565.500,571.250,566,554.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.333,565.750,577.111,589.750,578.889,578.250,566.750,577.000,576.750,572.750,569.222,572.556,654.000,603.750,560.000,569.250,563.250,572.250,606.111,592.750,565.444,572.500,549.750,589.500,572.500,571.000,567.000,561.333,565.000,565.000,579.500,599,572.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.667,566.000,566.333,572.250,570.444,570.750,568.500,564.889,570.750,565.500,563.000,567.889,602.500,577.250,576.750,568.500,576.000,550.000,600.667,565.750,565.222,561.000,538.500,568.250,579.250,569.333,550.000,558.111,561.556,561.500,586.500,577,570.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.778,553.500,581.111,568.000,570.444,583.667,566.250,569.667,557.500,574.250,580.444,556.556,619.250,572.500,574.500,560.500,576.500,587.750,589.444,588.750,573.444,563.500,562.500,576.750,580.250,567.111,555.250,565.444,565.222,548.000,574.250,577,566.048
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.778,573.000,569.444,580.250,572.111,576.500,571.750,575.667,574.750,576.000,580.778,579.667,600.000,584.000,567.000,569.250,590.750,569.250,582.889,564.250,579.111,588.500,553.500,563.750,577.250,575.111,584.500,572.000,572.333,573.250,589.000,584,577.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.778,564.000,566.000,568.500,577.667,566.333,568.250,568.444,578.250,549.750,553.778,563.556,591.000,562.750,563.000,562.000,568.500,554.000,561.889,571.500,561.889,566.000,562.000,573.000,558.500,558.222,554.250,569.111,558.889,565.000,578.500,569,562.714
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,596.222,572.500,577.111,577.500,584.889,582.667,605.250,580.000,608.250,592.500,592.333,574.000,635.500,574.500,590.500,568.250,593.750,603.750,598.444,589.250,577.667,592.500,582.750,585.500,590.250,571.889,589.000,569.667,567.556,586.000,584.500,576,584.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,568.222,562.250,559.556,564.250,559.222,569.333,548.750,556.444,558.500,550.500,555.444,559.111,592.250,572.500,568.250,566.500,548.000,560.750,566.444,578.750,556.000,548.500,560.250,549.250,562.000,558.889,563.250,554.111,565.333,577.250,561.750,545,554.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,582.889,570.750,573.556,587.500,582.000,579.500,595.250,577.000,579.750,595.500,562.556,572.000,615.250,582.000,591.000,584.750,576.000,556.750,598.778,590.250,581.667,587.750,565.000,559.500,585.250,571.222,567.000,564.556,570.444,548.500,570.000,588,570.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.667,552.750,554.778,585.750,568.000,567.333,564.500,558.889,555.250,564.250,553.444,562.111,603.250,560.750,565.250,564.250,563.750,570.500,578.444,570.000,569.667,564.750,546.750,570.750,560.500,567.111,558.000,556.111,556.444,564.750,575.250,572,565.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,576.889,568.000,567.444,564.750,587.111,578.000,587.000,584.444,578.500,595.750,575.000,575.111,622.750,599.250,606.000,561.250,569.500,561.250,595.889,586.750,585.222,577.750,564.500,580.500,586.500,569.444,553.000,569.000,567.778,574.250,570.500,570,568.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.667,555.500,565.111,562.000,565.889,564.583,573.000,556.444,563.250,553.750,571.444,559.000,591.750,574.750,576.750,568.250,553.250,580.250,591.000,589.500,564.000,568.750,559.750,556.000,573.750,559.556,554.500,559.000,557.556,573.750,571.500,612,562.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.444,556.000,580.667,572.750,575.000,576.500,573.750,573.333,587.750,566.000,571.667,572.111,597.500,563.750,566.000,572.000,582.000,557.500,593.556,591.000,575.111,568.500,557.000,572.500,561.500,582.111,554.250,560.111,561.333,575.500,576.000,588,573.905
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.222,556.500,571.556,574.000,566.889,565.417,571.500,562.889,566.750,580.750,563.222,564.000,604.500,568.750,571.750,570.000,561.500,587.000,606.667,577.250,582.667,582.000,564.750,589.250,577.250,568.889,560.500,562.222,561.000,562.500,582.000,598,569.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,567.667,560.500,567.222,565.000,570.444,573.500,583.500,563.111,572.000,576.750,575.667,561.778,594.750,561.750,578.750,562.500,562.500,562.750,585.111,568.000,563.556,561.250,575.250,566.500,562.500,564.778,574.250,557.889,554.000,550.750,578.750,546,560.524
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,582.111,561.500,588.667,589.500,580.000,575.250,573.250,571.556,581.000,589.500,577.444,568.667,593.500,581.750,581.500,599.000,593.250,573.250,583.333,565.250,583.444,583.750,579.000,574.750,573.000,576.556,571.750,575.444,566.111,580.000,570.500,569,580.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,559.889,558.750,556.778,566.000,558.889,562.083,561.000,568.000,544.500,559.250,566.889,562.889,584.500,551.250,564.000,566.250,567.750,569.000,579.000,567.500,557.556,560.000,561.000,561.500,570.250,555.889,562.000,544.222,551.000,553.750,561.750,571,562.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,589.778,570.250,582.444,589.750,591.111,580.917,580.000,578.222,574.500,576.750,567.889,582.889,631.750,586.750,595.250,584.250,570.000,581.500,580.444,574.250,589.222,580.250,554.000,568.500,571.250,576.667,584.500,575.111,570.222,582.500,589.750,602,585.000
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,557.000,562.000,567.889,558.250,562.111,566.250,579.500,565.667,557.750,557.000,561.556,558.556,599.500,563.750,579.500,560.500,560.000,561.000,570.667,569.500,557.111,563.250,541.500,561.000,549.750,568.889,571.750,556.222,558.556,559.500,582.000,543,558.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.556,580.250,564.556,605.750,580.222,577.750,569.500,584.000,575.500,578.750,572.889,578.556,676.250,568.000,580.250,572.750,567.000,572.500,590.111,593.000,574.333,597.000,565.250,569.000,587.250,571.889,561.250,566.000,567.111,567.000,559.250,540,578.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.778,563.250,562.556,555.250,552.333,566.000,565.500,545.556,567.500,558.750,568.444,565.778,589.000,567.750,568.000,556.250,549.500,552.500,571.222,565.000,564.000,571.750,546.250,547.000,558.250,560.111,549.500,560.000,560.444,571.000,565.750,583,556.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.778,565.000,572.333,585.500,584.889,577.750,585.750,568.667,577.750,585.000,564.222,556.444,630.500,571.500,583.250,593.750,562.750,580.250,572.667,563.000,568.778,564.750,556.250,554.750,577.750,567.556,558.250,567.000,566.444,572.000,597.000,579,569.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.222,558.500,561.444,571.250,571.222,573.417,542.250,573.444,564.000,563.250,573.556,560.444,611.250,563.750,571.000,567.250,581.250,574.750,568.222,571.500,566.889,556.750,582.000,560.250,554.250,567.556,540.500,570.778,551.556,565.000,559.750,541,568.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.111,560.750,571.444,573.250,591.111,580.000,593.000,571.667,568.500,576.750,571.889,572.889,596.750,563.500,585.500,571.750,580.500,581.500,572.778,563.250,568.444,576.750,568.500,566.500,568.250,579.333,569.250,579.556,558.889,554.250,576.500,587,565.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,584.556,560.000,574.778,588.750,575.556,579.750,565.250,584.667,576.500,581.500,572.333,571.333,582.750,582.250,586.250,574.500,577.000,554.750,584.778,572.500,564.889,551.250,550.500,542.500,587.000,582.333,559.000,557.111,556.111,578.000,584.750,541,567.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,561.222,553.500,561.889,555.750,568.889,561.083,556.500,560.778,572.500,562.000,560.778,562.444,600.750,567.500,554.000,539.000,563.000,554.750,572.778,565.250,562.889,567.500,551.750,555.000,575.750,570.222,557.250,551.778,559.111,567.500,577.750,574,563.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,582.778,558.250,570.333,595.000,582.778,581.667,577.250,567.778,586.250,591.750,568.889,575.111,614.750,548.000,579.500,575.250,572.500,581.000,584.111,569.250,581.556,586.500,564.250,569.750,569.750,574.889,569.500,571.000,567.111,584.500,570.750,575,575.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.667,542.500,561.444,544.750,567.000,557.333,570.500,554.222,567.750,580.750,559.667,558.778,577.250,549.250,569.750,564.750,562.000,572.250,557.667,556.500,573.333,558.500,545.250,556.750,559.500,561.000,545.500,540.444,549.889,567.500,562.750,568,562.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,574.444,559.750,574.000,567.500,576.667,585.917,583.250,584.889,597.750,578.500,580.556,578.333,652.000,583.000,576.750,575.750,591.750,583.000,588.556,587.750,584.111,586.750,582.750,566.500,600.500,576.222,559.500,579.556,557.444,577.250,569.250,582,579.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,570.444,545.500,558.000,580.750,559.556,568.917,573.750,554.667,561.000,548.750,571.333,547.444,590.500,544.250,571.250,574.000,567.500,564.750,556.889,571.000,564.556,562.250,556.500,549.750,558.500,562.778,541.250,562.556,552.778,558.750,556.000,550,556.952
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,572.889,579.000,580.556,586.000,584.556,589.000,581.750,568.889,589.500,574.500,580.222,564.889,597.500,563.000,570.750,568.500,562.250,594.500,578.556,570.000,573.333,568.000,576.000,572.000,569.250,568.778,569.000,559.556,569.000,570.500,585.250,599,580.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.000,568.750,564.222,584.750,565.556,570.917,569.500,564.667,581.000,558.000,564.889,559.333,594.000,572.250,576.250,584.000,575.250,572.000,570.222,567.000,576.444,569.500,558.500,560.250,562.750,566.111,555.750,567.222,566.667,556.500,563.500,564,564.333
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,569.667,561.750,580.222,569.500,580.000,578.833,571.000,578.000,581.750,588.000,567.778,567.444,604.250,571.000,574.000,553.750,568.250,564.750,575.333,568.000,568.556,564.750,582.500,567.250,584.750,567.333,556.000,568.222,561.667,569.000,595.250,611,571.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.778,550.250,566.333,575.500,570.111,570.750,582.250,579.333,582.250,562.500,560.000,567.333,604.000,578.000,592.250,564.750,580.000,582.250,569.556,585.250,567.667,564.500,555.250,558.750,565.750,574.111,567.750,559.556,556.667,571.500,552.250,574,566.238
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,554.778,561.250,573.444,565.500,568.889,561.000,581.250,561.333,566.250,565.500,573.667,567.556,612.250,572.500,571.000,556.250,593.750,572.250,571.222,554.750,564.333,567.250,569.000,557.750,579.000,563.333,562.500,572.889,559.111,572.250,585.750,547,564.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,577.111,579.000,592.444,588.750,582.111,577.083,578.250,580.667,586.750,593.000,594.000,572.444,618.250,579.750,582.500,568.000,593.500,600.250,570.111,563.750,579.444,576.250,576.500,575.000,588.000,576.667,553.250,579.222,568.000,564.000,588.750,595,575.381
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,556.778,563.000,565.222,565.500,555.000,564.167,560.250,556.111,565.000,560.000,558.333,558.222,575.000,554.500,575.500,574.000,571.750,558.500,568.333,537.500,564.889,538.750,542.000,566.500,571.000,566.889,567.000,566.444,552.667,558.500,564.750,545,554.286
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,573.556,580.750,583.667,576.750,585.111,586.333,569.000,576.778,575.000,587.750,581.444,582.667,625.000,584.750,582.000,564.500,586.500,565.250,578.667,593.500,562.556,591.500,583.000,567.500,571.500,575.333,580.000,572.222,578.556,563.750,577.250,611,580.619
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,571.556,564.250,556.222,568.750,564.667,575.417,565.750,549.667,567.000,558.500,566.778,562.667,598.000,566.750,566.250,559.250,560.500,557.000,575.000,564.750,569.000,558.500,543.250,564.250,567.250,564.556,561.250,560.111,563.667,552.000,579.750,572,551.429
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.444,561.500,580.111,578.500,585.778,583.917,599.750,580.000,570.750,582.000,585.111,578.444,646.000,573.250,580.250,561.750,582.500,578.500,580.556,607.000,586.667,572.250,555.500,574.000,574.750,573.889,578.250,559.667,565.222,580.500,582.000,614,575.095
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,579.556,559.000,572.222,576.500,559.111,574.250,582.500,568.889,575.500,585.250,565.444,565.000,609.000,565.000,557.500,570.250,567.750,569.000,567.667,577.000,562.111,555.250,543.250,556.500,545.500,572.111,562.500,550.222,562.222,556.500,571.750,561,566.143
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,582.111,551.250,568.778,565.500,578.000,576.333,599.750,576.667,594.750,574.750,565.667,571.111,597.750,582.000,572.750,575.250,573.000,588.750,576.667,575.500,574.778,570.750,575.000,572.750,568.750,584.000,582.250,569.556,560.556,559.000,565.250,595,568.762
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,578.889,552.500,575.778,571.500,575.333,573.167,584.250,584.222,575.250,578.250,583.333,578.556,612.250,570.250,580.000,576.500,599.000,565.500,568.000,594.500,570.889,564.250,570.750,571.500,566.000,564.667,577.750,559.111,555.000,570.000,577.000,598,569.667
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,566.444,557.250,565.889,575.750,578.444,571.167,562.250,551.111,563.500,572.000,573.333,561.667,624.750,567.250,561.500,564.000,572.750,565.500,572.333,584.500,563.111,568.000,546.000,538.750,571.250,567.778,547.250,568.778,559.444,555.000,581.750,593,567.190
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,580.444,569.750,573.222,572.250,573.667,576.667,591.500,569.111,574.250,585.500,583.444,570.667,603.000,592.750,578.000,573.500,599.000,578.000,570.667,596.500,580.556,572.000,574.750,568.750,583.250,587.556,548.750,579.222,565.556,576.500,585.250,580,578.857
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,565.889,557.500,560.000,571.250,564.333,563.333,573.000,572.333,574.000,570.500,559.556,565.111,630.500,559.000,556.000,558.000,563.500,562.750,561.778,566.000,563.000,559.750,556.250,571.500,562.500,560.111,550.250,558.556,555.889,572.500,561.250,583,558.571
180315_sfGFP EB3 5nM_L50_50msec_film6-1.tif,586.444,566.000,582.889,584.250,587.889,578.500,581.250,590.444,582.000,583.500,577.778,582.556,636.250,599.750,584.750,588.500,589.750,585.000,579.222,587.750,581.556,574.250,568.250,572.750,567.250,578.111,572.000,572.889,564.889,561.000,604.000,613,578.857
